distance_km,time_min,fare
29.05,58.36,661.45
6.38,117.77,506.58
2.11,80.75,325.85
26.85,16.88,504.69
15.17,112.91,608.63
41.03,118.11,1000.32
2.99,11.07,126.96
34.75,57.66,748.37
13.02,71.43,453.45
18.28,99.71,622.75
17.87,46.69,464.19
40.38,42.74,772.01
42.12,30.44,751.22
19.36,97.97,631.7
23.23,39.88,524.07
46.66,18.64,807.35
26.81,8.76,480.58
24.04,51.89,568.84
48.57,69.65,977.8
35.88,12.87,620.78
30.83,112.93,849.48
33.26,13.83,594.61
20.46,100.87,645.99
40.83,75.36,876.34
5.74,45.81,271.59
20.95,82.72,609.01
20.07,25.9,429.63
8.26,100.14,473.88
8.83,106.12,498.16
28.07,31.61,575.81
47.93,30.35,860.16
44.37,112.44,1055.24
31.68,51.37,684.02
37.74,66.1,808.43
36.71,99.81,916.44
7.75,100.79,474.25
21.85,48.59,524.25
45.8,33.88,838.17
25.95,40.47,567.49
28.87,42.4,609.67
36.55,44.77,735.63
33.72,97.62,847.56
39.27,35.58,750.11
49.52,7.96,830.15
34.56,18.84,631.61
46.96,25.84,821.16
15.71,67.84,491.97
21.15,23.43,436.22
37.99,108.27,933.23
4.66,50.21,273.37
8.57,31.89,278.76
1.67,101.02,379.97
46.36,53.26,901.94
3.01,9.53,121.38
1.92,72.07,298.9
1.06,95.55,352.24
29.62,50.73,646.25
48.7,67.58,992.6
13.94,108.99,580.09
19.05,68.23,539.9
41.7,97.65,962.61
11.6,31.0,316.65
17.2,105.13,617.8
4.63,29.28,201.26
17.05,50.38,455.18
26.73,23.56,528.56
38.13,22.7,692.21
7.89,35.84,272.69
34.15,11.52,586.35
2.22,50.07,231.3
32.25,34.88,642.27
44.36,108.0,1028.98
20.86,32.66,457.41
33.78,100.0,865.08
20.15,22.98,423.39
37.03,46.45,735.89
4.52,119.15,479.5
8.23,118.67,534.19
43.37,38.29,830.34
23.65,76.23,623.72
16.85,69.89,502.79
42.6,28.18,774.97
41.25,68.96,879.36
39.09,6.86,650.67
38.39,34.1,723.22
43.35,16.83,757.5
16.55,82.8,549.12
29.91,74.36,727.04
21.74,36.73,494.95
38.54,31.02,713.59
31.45,90.91,800.5
11.33,11.89,256.35
42.55,10.17,711.66
36.84,44.25,741.08
16.93,58.51,479.29
1.18,14.38,109.65
27.63,25.08,550.01
15.15,81.34,522.23
28.41,62.53,669.97
3.94,15.34,152.53
45.9,51.76,903.24
7.59,87.19,426.39
35.04,108.53,884.45
39.71,82.78,897.28
15.14,5.13,292.92
13.96,30.06,353.73
29.88,6.87,526.26
36.57,42.21,730.01
17.47,20.48,380.74
5.17,100.62,430.4
5.62,51.23,289.85
36.58,94.68,874.65
13.1,6.48,269.54
27.24,102.88,767.85
25.97,14.78,486.57
27.67,48.7,601.61
12.39,15.92,287.87
16.09,16.11,344.5
43.74,119.49,1038.09
29.34,98.43,775.91
20.43,82.34,596.98
34.27,41.25,690.13
6.85,71.53,363.89
34.82,85.57,833.42
25.25,88.98,698.21
31.15,26.46,609.08
42.57,27.57,763.43
6.71,115.8,497.78
29.49,67.26,687.31
4.76,11.56,156.39
27.45,31.88,552.35
32.07,99.31,828.96
34.62,34.02,667.4
15.73,75.57,520.81
18.56,78.71,567.77
23.58,26.84,486.65
18.25,109.8,664.88
1.54,41.31,195.01
33.95,50.53,719.58
37.93,57.23,796.01
12.92,18.85,299.94
29.43,116.47,835.87
17.3,63.18,498.21
8.52,80.68,415.0
6.2,106.58,454.93
21.03,49.54,510.43
32.59,12.07,586.29
40.78,113.16,1005.19
8.0,59.9,350.16
30.29,71.9,707.93
6.78,50.05,298.76
8.55,89.45,456.27
43.66,71.35,929.89
17.6,97.35,601.1
28.51,109.42,806.54
20.12,39.08,468.69
21.92,73.5,598.85
4.49,113.05,458.81
41.51,14.22,725.96
24.1,77.46,647.04
14.21,113.2,606.18
6.66,105.64,468.86
29.24,112.63,805.56
33.78,60.35,732.77
22.27,79.06,618.73
19.36,11.28,377.39
19.47,29.88,432.59
22.41,10.56,419.61
29.61,45.61,633.62
40.09,68.79,861.53
39.33,73.83,870.93
21.0,115.16,726.63
11.41,76.95,456.02
28.79,26.26,561.45
38.3,65.19,815.03
11.73,81.65,470.37
8.59,26.21,255.41
10.51,49.47,355.61
25.83,60.58,615.72
19.45,101.5,646.37
3.57,13.18,141.41
28.91,70.09,695.01
48.01,10.6,810.16
5.35,10.07,160.74
32.46,10.24,560.03
47.33,101.85,1060.66
8.91,19.6,241.92
6.6,64.63,340.43
49.48,83.7,1029.9
47.47,21.39,834.3
4.3,5.48,128.18
33.69,78.81,789.39
21.06,7.76,379.05
17.1,25.36,388.43
16.11,50.21,445.22
12.23,16.15,283.3
34.04,67.9,760.21
24.02,111.08,742.18
17.82,94.98,600.09
49.63,32.68,892.89
11.62,50.92,377.25
20.78,117.5,717.77
17.04,89.05,569.69
21.29,71.51,586.42
43.39,11.86,739.93
34.76,21.1,642.82
20.44,64.76,538.67
49.83,20.55,850.8
7.08,23.25,229.63
47.49,106.15,1074.51
33.63,60.64,727.73
21.21,46.15,514.19
8.49,59.25,361.7
27.9,70.58,684.86
1.75,45.81,211.94
39.12,69.85,853.79
28.59,96.57,760.28
36.88,75.16,819.47
13.44,53.2,411.05
30.17,64.08,682.01
36.86,7.75,625.95
29.45,113.27,830.62
5.03,76.95,351.67
27.75,51.85,627.76
10.22,7.59,226.19
43.15,71.37,913.4
40.6,54.41,829.66
37.62,110.0,932.31
13.81,27.84,341.65
12.72,40.24,369.2
21.61,75.77,609.47
4.54,15.1,163.52
11.09,37.58,324.83
20.32,98.36,656.82
46.67,7.32,776.67
8.11,106.91,503.72
33.32,83.09,787.25
46.62,119.65,1097.46
44.05,10.66,750.21
11.94,108.2,549.14
7.34,103.8,468.11
25.25,82.61,681.87
38.12,40.95,738.76
20.83,29.11,449.93
46.76,39.89,872.04
39.2,93.07,908.17
33.75,88.87,820.52
28.97,28.78,559.6
21.66,79.2,612.79
37.39,31.71,695.09
10.33,95.09,487.12
45.51,47.58,879.08
42.38,26.02,765.8
47.84,48.32,908.03
24.57,17.54,470.31
12.8,41.45,367.3
15.47,103.75,594.56
42.93,92.93,977.07
47.28,83.49,1001.33
16.92,62.57,492.3
6.44,40.89,275.23
40.22,104.06,977.0
37.72,98.37,899.45
47.31,40.99,891.71
34.05,34.02,668.59
43.72,24.42,779.63
24.04,102.65,717.47
19.48,24.35,415.99
9.87,87.84,467.24
25.8,74.5,668.92
41.56,86.58,931.72
5.72,101.47,445.57
18.47,106.12,652.23
36.41,17.95,656.07
2.84,115.56,438.3
34.12,77.61,787.35
47.13,39.3,867.53
38.89,50.21,787.3
18.77,46.08,469.98
17.53,64.86,512.67
25.52,63.39,621.98
7.35,118.02,513.38
33.33,73.47,769.54
21.05,53.55,523.13
41.1,79.61,910.61
21.24,57.67,546.26
25.89,41.9,559.38
30.0,119.51,865.34
17.58,11.29,347.15
10.61,53.15,365.97
6.46,12.77,186.18
36.34,111.81,921.27
25.86,45.12,572.22
19.05,76.45,561.79
2.26,119.35,443.4
12.02,11.19,267.18
17.39,56.08,476.94
33.94,63.52,751.74
24.42,118.49,771.6
37.85,33.59,720.14
42.95,16.2,742.98
35.47,44.74,721.03
17.2,100.17,605.15
0.53,40.4,177.75
3.88,26.52,186.33
28.0,38.51,574.81
43.86,109.11,1022.51
24.9,42.97,551.58
15.25,41.85,402.98
8.63,95.06,466.1
6.63,13.11,187.11
45.52,26.86,814.85
4.35,114.88,465.88
12.72,103.86,553.8
1.15,63.85,258.18
38.59,112.5,964.76
14.57,38.23,384.05
19.16,50.23,482.15
34.72,24.27,644.64
15.86,62.88,479.66
32.45,22.91,610.39
27.58,15.06,502.45
2.47,36.51,193.06
47.8,114.67,1106.76
9.37,50.11,340.46
47.42,21.24,821.72
49.07,48.89,935.23
38.87,44.4,757.24
7.73,112.88,507.05
45.92,107.06,1072.51
3.92,43.5,240.45
16.03,78.1,519.66
30.03,98.65,793.23
19.42,20.21,399.46
15.34,78.92,513.19
30.25,85.05,767.18
10.6,58.94,384.03
40.15,25.72,738.86
1.75,84.36,325.68
16.15,11.41,321.92
19.65,14.27,389.85
7.78,39.27,284.49
6.6,40.38,269.56
46.34,23.59,818.48
44.28,68.71,935.55
26.96,27.48,530.95
38.11,43.96,742.4
47.63,89.86,1043.85
2.96,34.56,198.56
23.52,31.1,497.6
21.48,44.35,506.14
48.1,56.16,919.34
45.52,70.43,942.56
38.23,98.36,911.18
42.5,46.77,812.02
39.8,113.21,1000.38
40.35,102.18,968.62
20.06,10.9,390.0
22.79,91.13,658.97
18.17,78.0,559.81
27.51,28.47,544.02
14.95,91.09,539.31
48.38,87.24,1036.47
47.88,54.12,939.4
26.49,86.34,705.95
12.98,56.37,412.72
0.55,9.52,86.52
48.88,32.87,890.28
27.76,22.61,536.7
36.54,74.03,827.47
48.78,70.96,1002.15
17.41,79.57,547.94
40.88,73.69,877.44
19.98,59.45,525.87
43.55,15.14,755.51
38.95,102.47,939.02
8.69,86.26,433.51
27.0,78.06,685.18
2.55,42.04,213.06
28.21,103.66,778.39
47.68,87.71,1047.77
46.54,65.67,939.36
15.49,66.23,482.79
28.44,74.07,696.03
31.05,116.53,855.8
36.52,111.1,935.81
10.01,81.67,451.6
31.36,74.28,766.67
17.05,64.72,494.29
10.28,97.6,506.56
22.17,36.83,489.22
28.13,44.91,594.15
36.99,9.22,632.69
24.0,43.68,549.93
24.51,14.82,463.78
48.64,64.57,960.01
24.43,54.35,582.93
4.21,17.21,163.98
10.15,63.06,393.91
38.55,12.12,658.06
2.3,11.07,117.94
41.79,18.57,731.98
42.28,35.18,785.17
21.37,9.59,407.98
28.76,43.23,602.39
16.12,17.26,340.9
38.45,116.12,972.58
48.52,104.48,1108.68
14.62,77.54,505.95
23.05,60.43,572.37
16.24,111.33,633.59
3.28,60.85,282.33
27.55,33.72,568.73
17.49,102.99,625.67
5.43,6.84,156.25
48.2,48.35,911.27
34.31,112.25,903.03
29.0,19.5,551.45
20.62,106.18,680.88
32.61,108.41,856.16
15.83,28.21,373.27
45.49,92.45,997.69
9.61,91.99,475.07
23.97,30.97,500.22
16.65,58.88,476.93
7.82,118.24,519.99
10.57,93.44,487.38
21.56,70.02,591.11
44.32,14.97,758.01
27.15,110.02,796.28
7.12,112.57,492.59
37.7,113.25,944.76
46.94,36.69,876.45
16.94,85.59,564.21
37.06,12.34,639.13
19.67,37.52,463.79
48.84,48.38,935.96
40.19,54.97,816.12
47.41,30.16,853.6
16.65,91.96,584.6
22.51,90.37,648.68
11.8,11.72,261.52
8.82,45.8,313.66
20.3,11.6,393.03
8.01,73.75,392.21
33.4,53.22,705.44
25.48,5.85,457.2
34.74,81.05,813.35
48.96,53.38,940.87
25.35,109.64,763.87
39.99,104.4,978.83
23.12,59.64,577.96
35.01,14.57,618.27
43.22,60.26,879.84
21.15,105.94,679.95
10.6,100.04,505.81
48.61,63.95,971.82
14.9,58.98,448.49
10.04,19.84,262.18
15.24,94.71,554.05
8.73,43.26,310.23
47.03,44.45,888.72
9.37,107.48,514.56
23.29,86.61,661.01
14.45,26.19,343.56
2.45,7.51,108.76
23.65,74.68,631.05
21.7,8.12,401.44
21.93,66.59,580.25
24.11,49.76,567.09
46.38,115.64,1075.51
25.69,57.07,608.04
14.49,37.09,374.49
20.55,119.86,718.62
4.59,22.77,185.99
22.26,63.7,570.07
4.8,39.87,238.89
48.34,113.64,1124.92
45.52,5.71,735.99
40.63,114.06,1002.09
1.2,34.63,172.85
22.77,84.68,647.68
26.9,51.65,597.47
8.87,117.41,535.25
30.36,31.14,605.88
27.42,84.92,718.04
30.76,47.66,654.44
38.72,24.6,693.59
21.87,94.9,654.93
24.47,96.31,692.98
40.59,32.4,762.79
11.61,63.02,413.89
22.55,116.2,753.03
28.77,104.29,796.08
43.46,72.06,908.06
36.04,47.79,733.3
20.03,104.71,658.68
12.58,116.17,591.67
48.35,56.0,940.5
16.39,65.5,486.83
36.96,10.94,643.14
2.94,49.42,239.07
24.81,41.88,541.88
10.02,40.59,321.85
22.51,71.3,603.74
49.18,32.78,896.31
30.56,15.19,559.36
34.01,12.37,606.27
10.94,101.79,522.62
2.0,102.04,380.39
7.12,114.63,499.65
4.1,27.9,197.56
27.47,19.45,512.45
14.84,32.46,368.41
35.35,30.01,661.13
18.65,49.96,476.61
3.87,41.44,234.07
13.71,63.18,447.39
42.32,46.36,827.04
34.52,40.98,691.81
0.99,52.06,220.29
16.8,84.74,551.98
40.68,38.8,784.65
22.59,88.61,659.14
30.68,110.24,831.22
8.24,91.46,440.54
23.98,43.38,542.56
29.18,107.24,825.19
26.18,10.88,480.21
12.03,61.58,411.29
25.45,42.12,554.98
13.28,58.36,425.99
5.76,94.23,422.09
40.49,93.29,940.1
41.8,71.4,883.85
32.5,57.71,706.89
32.13,14.37,575.25
22.03,38.66,491.01
34.74,96.43,861.55
8.59,17.0,224.4
5.78,79.7,383.47
43.47,100.24,996.08
6.06,10.67,173.25
13.25,20.6,308.42
47.18,75.19,969.18
41.83,86.69,940.56
14.12,78.5,494.65
17.38,119.73,663.86
46.57,7.83,764.6
34.99,88.41,844.17
32.54,19.76,603.78
32.68,117.99,893.05
2.48,46.66,229.1
41.41,85.67,921.96
21.63,58.94,550.93
46.46,78.72,985.64
3.77,116.85,448.19
18.32,59.95,511.56
33.28,87.26,802.17
13.77,41.3,381.78
2.47,73.73,305.64
43.55,107.45,1007.33
4.31,82.14,353.02
41.15,33.14,775.67
43.92,32.97,805.51
27.75,27.14,550.69
2.91,102.03,402.46
22.18,44.38,511.31
37.95,71.98,836.02
9.74,26.65,279.22
1.37,10.64,102.77
28.85,99.24,771.44
30.02,36.53,601.76
1.82,89.55,350.06
37.21,82.65,871.93
10.69,45.54,349.92
48.16,77.26,1008.37
9.61,17.15,246.39
31.11,94.87,811.55
35.31,100.96,878.46
32.2,41.13,661.36
47.92,8.84,785.82
35.75,25.23,663.83
12.15,61.85,419.56
25.28,109.86,754.39
7.76,79.28,401.86
34.33,73.27,781.16
37.86,40.59,723.62
49.21,38.61,893.18
15.09,45.77,407.11
45.81,35.55,847.28
44.84,16.9,778.64
8.85,116.36,533.24
22.92,113.76,726.35
9.82,39.93,320.44
5.1,21.54,190.78
39.88,21.26,705.48
6.95,78.99,389.31
32.96,66.79,752.77
34.02,83.51,799.58
2.43,57.39,260.6
44.6,70.49,935.13
33.88,117.69,903.26
49.29,83.97,1048.99
5.8,94.78,418.65
45.55,49.03,871.18
22.17,40.69,514.44
38.23,112.66,964.99
13.02,12.74,285.18
13.77,109.9,594.42
13.23,87.73,515.93
1.89,48.16,220.59
41.24,32.03,767.44
32.79,51.6,690.41
1.34,109.6,399.77
13.85,99.26,560.27
48.29,110.32,1091.72
25.39,96.44,715.87
13.95,98.83,554.08
19.23,15.17,379.44
8.74,118.41,546.09
41.13,37.37,780.69
46.47,62.13,924.25
42.23,56.28,861.0
9.11,46.54,329.27
32.05,13.13,573.25
49.81,59.57,954.67
40.89,54.69,830.91
44.39,52.26,884.06
30.41,77.45,730.43
5.13,6.92,147.34
43.74,32.19,808.18
16.34,63.2,480.63
8.54,115.37,531.77
7.62,5.99,181.34
1.49,72.46,293.05
0.87,53.61,217.53
36.04,55.91,751.6
40.75,72.67,886.05
10.93,32.22,314.01
21.07,34.7,472.15
43.42,81.97,940.78
10.61,77.08,427.56
18.26,119.5,668.63
28.51,110.43,786.03
40.14,56.88,827.98
24.87,27.12,512.56
23.46,33.27,500.46
47.64,66.3,969.54
31.76,67.44,726.42
5.41,76.64,357.67
22.62,94.47,668.91
20.61,111.56,690.56
35.67,53.18,738.22
49.24,81.64,1033.89
14.63,72.37,488.9
12.65,87.52,497.01
38.95,82.44,889.16
4.39,43.06,245.65
12.79,118.62,606.5
34.39,29.39,649.45
12.33,37.35,341.99
1.47,106.13,388.55
48.3,44.28,915.97
7.76,23.36,237.73
39.61,75.87,872.86
15.79,47.4,427.04
38.6,98.26,929.11
20.62,93.76,639.76
24.45,108.22,736.9
40.35,102.77,969.27
14.81,114.51,630.38
32.43,6.95,563.9
48.04,10.13,806.78
33.46,99.61,851.68
1.16,67.33,269.17
4.07,83.71,350.7
25.41,92.99,701.68
32.59,24.82,613.0
43.68,75.51,924.36
31.53,34.12,625.52
40.28,99.05,951.37
23.02,91.65,673.03
7.06,67.9,356.48
21.19,103.13,677.9
42.88,16.41,740.68
43.8,19.82,763.34
36.14,16.63,632.38
39.55,31.87,748.32
32.14,32.1,632.62
6.78,104.66,467.47
29.88,19.62,550.47
35.17,92.27,852.2
5.74,63.21,327.83
27.02,50.33,606.41
42.49,61.69,862.86
42.42,100.67,956.91
20.47,43.33,500.46
12.3,96.3,521.8
24.58,43.42,547.5
47.49,40.09,879.09
8.86,57.98,358.57
27.81,46.0,593.35
22.64,116.03,727.4
12.55,57.64,408.26
38.1,28.69,717.67
17.27,69.83,516.37
10.65,90.33,482.22
17.95,88.11,582.13
16.3,109.18,621.06
24.9,14.42,465.9
10.2,113.53,543.25
46.2,67.65,948.23
13.85,85.78,519.56
3.08,18.07,148.63
0.69,119.94,422.64
25.73,39.51,557.92
7.99,37.74,286.89
27.21,13.91,496.61
1.39,16.77,121.99
32.05,97.21,821.22
23.59,46.59,540.57
25.86,61.05,624.03
31.44,113.81,873.23
2.99,12.23,134.62
9.77,8.73,224.68
7.23,101.15,466.28
8.16,39.64,289.32
13.11,61.23,424.53
20.67,118.46,716.48
3.2,101.19,399.47
25.84,65.61,626.53
10.29,41.66,330.1
29.88,29.16,581.69
7.21,21.75,225.56
35.02,78.92,805.14
12.55,101.85,546.39
10.86,13.34,250.97
46.04,79.78,995.71
4.98,114.0,462.86
20.41,10.89,384.08
25.08,19.18,475.57
38.76,97.36,913.14
8.09,47.15,309.59
40.02,86.33,905.9
9.92,47.17,341.22
6.51,118.38,498.65
39.14,49.88,793.25
27.93,25.07,545.02
19.25,101.96,653.34
43.41,107.81,1037.83
46.03,15.91,801.29
37.97,74.77,846.44
8.76,96.7,469.39
23.46,25.01,478.07
17.21,7.08,333.0
31.17,81.3,744.76
41.9,29.78,767.86
49.08,16.2,845.07
15.5,78.4,520.74
3.75,68.18,310.15
29.75,80.06,730.98
42.26,27.42,755.93
41.43,69.71,887.54
10.77,70.41,426.88
43.45,54.69,865.37
7.57,49.78,314.46
47.61,41.77,883.63
36.37,40.82,716.32
39.25,55.91,818.81
19.43,55.96,508.92
19.12,47.24,485.12
18.41,65.29,522.62
33.7,35.99,665.37
36.31,71.38,807.6
32.56,8.37,564.6
27.51,46.33,616.03
4.53,27.23,199.41
23.6,11.06,439.66
2.36,87.48,350.31
12.53,90.65,525.77
8.83,26.84,258.25
12.75,79.2,477.27
32.72,99.82,834.09
14.05,117.7,612.98
30.01,86.62,760.08
2.36,70.46,296.07
46.08,116.37,1067.36
47.28,82.47,1027.17
3.71,58.56,280.81
23.05,71.95,601.82
18.16,23.89,399.15
33.37,43.91,682.38
46.81,109.9,1089.76
48.41,107.33,1104.05
30.23,65.96,716.65
28.08,90.4,737.3
14.35,69.97,474.35
37.63,84.74,861.61
49.54,36.96,885.23
22.31,103.55,695.15
34.37,106.48,888.01
3.46,107.19,422.32
16.79,41.18,428.41
2.87,45.51,229.62
42.9,50.55,842.32
19.58,110.27,665.46
38.22,63.09,812.4
3.38,35.16,206.78
22.09,23.04,453.22
36.21,113.25,918.39
44.14,64.25,907.88
27.86,18.2,530.22
6.74,65.9,352.14
48.46,60.68,981.23
3.65,68.44,304.42
45.38,26.99,805.94
30.96,51.66,668.61
13.63,83.9,504.4
47.47,35.83,862.87
46.73,93.13,1031.04
33.07,99.75,847.4
35.84,111.34,922.34
26.1,18.46,491.55
29.83,60.49,679.47
31.32,6.16,538.07
47.55,49.12,897.82
21.51,87.19,624.18
20.84,30.04,456.42
48.32,20.02,832.71
11.48,94.75,506.1
10.46,14.21,248.85
4.7,97.88,414.08
38.69,110.24,965.26
3.09,95.03,384.66
42.35,96.89,960.48
42.34,88.62,951.44
49.05,22.9,848.53
39.73,26.49,720.64
3.8,119.83,471.31
27.95,108.69,792.08
46.35,6.05,762.45
33.63,107.15,874.05
23.27,74.8,626.68
48.38,35.89,878.7
24.99,14.9,470.19
7.65,55.84,341.97
17.04,65.01,500.17
38.17,87.0,883.69
18.63,11.09,359.94
9.6,71.35,403.45
8.16,45.96,311.99
19.63,53.33,513.53
28.32,5.67,492.89
46.04,36.13,845.2
18.84,70.43,541.88
33.62,52.18,712.36
23.8,10.65,441.39
22.97,39.69,510.58
19.51,103.26,646.91
6.32,33.98,249.02
46.08,71.88,979.63
18.62,97.82,627.91
26.4,18.43,501.83
46.86,40.46,864.85
43.54,92.87,984.57
10.38,47.7,347.03
25.33,88.43,693.68
24.51,67.2,613.5
41.01,24.74,743.81
28.02,85.45,733.61
20.89,20.92,427.42
32.15,43.87,677.59
45.39,72.55,947.53
37.94,96.33,900.44
24.98,107.9,743.91
44.98,108.07,1032.56
34.44,103.78,869.46
12.35,53.07,392.34
12.93,41.87,368.04
28.83,55.81,645.08
17.66,90.84,589.02
16.93,90.61,578.18
8.02,19.99,232.78
12.69,12.27,275.64
7.02,103.76,460.35
27.99,65.67,671.69
32.94,31.82,636.94
34.86,6.85,598.1
18.95,45.45,466.95
39.61,30.04,734.85
34.01,97.37,866.06
33.26,45.89,689.42
40.54,38.89,786.96
19.26,39.82,460.45
23.24,99.07,696.36
33.24,108.88,881.88
5.38,31.69,227.71
42.92,52.74,856.74
4.92,55.34,287.62
38.73,13.69,665.44
41.47,54.18,827.87
17.2,15.32,354.63
48.1,97.84,1048.94
46.71,44.63,882.59
8.47,69.76,390.52
24.12,119.37,771.53
34.12,13.52,605.22
15.56,14.94,322.49
0.57,56.7,229.24
49.96,37.99,924.27
14.38,23.37,334.09
39.75,109.16,965.93
48.77,31.71,873.64
6.09,105.05,460.02
31.99,23.94,591.43
36.97,57.14,771.61
49.47,11.3,823.68
25.41,41.33,542.92
36.6,105.6,917.33
41.38,39.9,799.59
20.22,41.44,468.99
48.1,40.98,891.98
5.35,65.58,326.37
21.95,96.96,660.1
37.1,54.03,759.04
38.81,10.99,657.63
1.13,96.49,352.51
12.16,112.24,568.73
43.05,86.63,980.22
48.77,116.06,1104.32
11.16,98.28,509.24
33.97,51.58,709.86
46.61,15.24,801.57
45.25,23.0,797.94
18.65,76.2,550.92
30.15,13.25,530.2
11.72,112.12,562.74
1.46,42.61,200.03
31.58,36.65,635.17
4.06,109.54,442.74
47.91,13.94,795.13
19.95,25.66,427.56
29.11,115.17,825.07
31.19,44.13,650.28
42.87,54.99,853.5
38.55,35.54,731.02
38.48,28.68,710.51
47.19,112.15,1072.68
10.74,46.2,349.82
23.3,108.59,716.64
46.54,49.11,904.06
40.43,5.42,672.57
16.34,53.5,452.47
2.37,78.99,320.53
13.49,11.02,287.37
42.65,60.55,866.06
21.1,117.45,714.52
14.95,24.87,346.65
19.28,109.75,659.43
46.75,10.57,796.8
10.91,70.08,422.02
20.45,79.65,596.36
35.05,78.39,805.82
21.64,19.81,432.83
47.41,59.64,950.32
25.15,40.65,545.09
40.69,104.72,971.33
28.53,92.78,757.23
7.26,31.3,252.37
22.62,5.82,413.42
41.06,46.38,820.82
35.28,114.94,928.18
26.8,50.97,605.72
15.26,19.54,338.97
42.21,46.65,819.98
10.35,74.19,436.73
3.5,52.53,254.38
37.56,100.21,928.65
38.68,9.46,659.67
46.77,101.02,1040.04
42.21,39.87,794.32
8.29,8.57,194.99
47.37,32.68,856.64
46.46,71.67,960.55
33.52,109.83,892.84
2.42,26.48,163.22
41.65,93.18,942.46
26.91,5.03,461.7
12.44,28.95,325.89
14.34,27.02,344.03
25.46,104.55,744.21
18.14,90.98,594.39
27.76,98.93,761.97
2.48,118.2,452.85
19.48,22.51,404.68
29.5,72.48,716.7
22.56,101.15,689.32
27.12,81.32,689.05
39.31,50.4,783.16
46.67,49.05,900.85
36.61,7.34,620.78
43.97,65.63,893.29
46.53,60.64,920.15
40.23,33.4,753.45
45.03,109.74,1055.0
34.02,94.53,849.71
6.99,74.11,377.17
8.16,26.04,249.18
18.57,54.73,489.45
25.43,26.0,510.44
28.91,78.3,730.36
17.11,92.99,587.91
21.92,60.68,567.49
15.84,14.87,337.33
5.0,111.17,455.05
18.16,73.14,543.89
41.86,10.02,710.86
0.95,28.16,148.32
47.97,75.54,994.3
1.9,33.15,177.77
44.13,52.83,874.09
20.7,27.0,442.47
26.1,109.43,774.87
45.42,19.09,802.5
26.93,106.14,768.42
3.99,36.99,215.18
16.56,113.69,637.42
33.73,23.65,615.74
24.58,89.93,690.75
33.62,19.52,618.7
47.32,20.25,814.47
46.71,87.8,1022.82
37.81,30.19,722.47
38.61,16.96,673.18
48.14,107.38,1102.85
26.16,58.11,613.28
16.06,71.81,503.25
31.65,85.42,793.26
35.7,10.98,617.63
13.49,32.8,354.71
24.41,106.99,747.28
5.29,59.75,306.53
49.59,93.6,1074.73
12.06,52.1,381.48
39.11,93.69,901.84
25.35,74.58,662.71
28.21,60.94,647.32
40.73,67.3,863.02
6.99,93.11,430.05
26.16,17.95,494.55
46.73,26.11,824.6
19.47,96.39,621.79
23.09,24.64,470.59
7.8,75.34,386.16
28.5,87.19,736.11
44.81,116.79,1064.53
43.04,17.65,747.76
0.96,55.88,233.46
2.78,67.55,293.34
30.85,104.91,810.22
33.26,54.92,714.28
14.58,10.41,296.82
33.59,104.22,869.93
42.74,110.15,1017.2
13.63,108.95,584.53
3.0,10.05,122.77
36.16,56.12,754.92
33.66,5.05,566.61
40.39,14.11,695.05
24.5,45.82,548.22
16.38,115.85,642.32
21.79,105.63,694.04
15.42,15.87,330.82
28.73,11.16,521.69
7.45,76.59,391.6
27.47,37.6,566.42
47.45,101.88,1063.29
5.75,61.67,321.91
8.46,117.5,529.16
18.52,78.53,556.44
6.89,54.49,318.63
2.51,110.08,416.5
41.73,39.22,793.84
15.51,46.7,424.93
3.79,118.78,463.69
22.42,114.13,726.37
12.68,66.19,447.06
3.87,27.29,189.61
11.12,89.89,487.97
11.15,104.09,522.62
47.14,64.63,939.27
2.96,35.88,200.66
32.88,66.37,741.29
34.85,61.27,761.03
25.87,35.79,536.55
35.48,113.17,898.61
16.8,9.85,341.82
8.84,92.45,458.76
49.25,113.76,1133.37
35.37,57.19,750.33
27.26,102.7,749.33
24.92,71.6,636.29
9.86,108.6,529.48
5.43,74.48,360.01
6.49,14.05,184.89
29.65,15.26,544.23
21.83,25.1,452.9
34.53,42.42,697.08
5.19,117.23,476.68
32.67,7.84,554.13
40.61,66.71,857.25
8.54,107.93,501.29
34.46,33.74,669.35
28.83,51.52,634.33
18.5,29.93,418.79
21.5,56.37,535.13
13.08,99.89,561.85
15.59,25.91,357.98
4.75,87.12,384.95
19.82,52.81,500.78
23.72,47.29,546.02
33.35,81.57,789.94
14.67,57.91,441.27
1.64,108.13,396.6
10.93,31.17,305.45
32.14,13.64,570.81
7.14,79.15,399.56
28.09,34.44,569.04
32.72,18.37,581.59
13.76,74.46,486.46
43.63,119.87,1048.32
11.65,34.57,333.95
24.23,47.24,553.91
18.99,49.11,485.63
41.91,79.84,903.74
40.99,9.41,700.58
43.6,63.97,895.28
33.54,6.47,558.07
43.64,56.38,865.93
22.25,62.08,567.78
20.48,83.05,609.42
30.16,97.86,795.29
5.91,50.69,293.04
43.13,14.01,725.14
4.09,102.79,422.43
27.37,100.78,754.51
6.69,19.93,211.49
21.04,42.6,493.8
30.53,112.0,853.92
14.62,32.51,368.31
39.46,11.48,677.04
28.24,88.79,722.85
18.06,75.46,554.09
32.2,34.84,651.75
4.69,18.72,176.51
42.1,85.65,923.96
39.56,45.36,766.49
10.0,12.04,232.59
29.75,118.76,846.42
41.57,85.95,938.94
